FLUX,VALUE
FLUX.1120,72.95
FLUX.1121,105.07
FLUX.1122,-57.2
FLUX.1123,8.18
FLUX.1124,7.09
FLUX.1125,40.48
FLUX.1126,5.35
FLUX.1127,-6.12
FLUX.1128,-33.73
FLUX.1129,-43.21
FLUX.1130,44.77
FLUX.1131,-2.76
FLUX.1132,-28.76
FLUX.1133,9.41
FLUX.1134,29.54
FLUX.1135,35.77
FLUX.1136,63.27
FLUX.1137,52.85
FLUX.1138,144.51
FLUX.1139,75.09
FLUX.1140,153.82
FLUX.1141,128.12
FLUX.1142,127.16
FLUX.1143,164.8
FLUX.1144,114.38
FLUX.1145,115.43
FLUX.1146,108.51
FLUX.1147,90.2
FLUX.1148,238.52
FLUX.1149,47.9
FLUX.1150,47.9
FLUX.1151,29.27
FLUX.1152,36.02
FLUX.1153,41.98
FLUX.1154,80.37
FLUX.1155,71.93
FLUX.1156,111.15
FLUX.1157,146.38
FLUX.1158,102.76
FLUX.1159,125.48
FLUX.1160,75.04
FLUX.1161,50.07
FLUX.1162,50.07
FLUX.1163,86.85
FLUX.1164,66.05
FLUX.1165,59.48
FLUX.1166,86.96
FLUX.1167,47.9
FLUX.1168,16.55
FLUX.1169,64.6
FLUX.1170,102.76
FLUX.1171,86.62
FLUX.1172,178.01
FLUX.1173,61.71
FLUX.1174,61.71
FLUX.1175,42.57
FLUX.1176,47.23
FLUX.1177,61.26
FLUX.1178,35.93
FLUX.1179,65.12
FLUX.1180,74.29
FLUX.1181,97.93
FLUX.1182,78.32
FLUX.1183,73.12
FLUX.1184,145.9
FLUX.1185,81.98
FLUX.1186,109.01
FLUX.1187,53.51
FLUX.1188,30.37
FLUX.1189,11.46
FLUX.1190,66.51
FLUX.1191,83.13
FLUX.1192,79.93
FLUX.1193,136.26
FLUX.1194,145.07
FLUX.1195,155.01
FLUX.1196,108.8
FLUX.1197,65.6
FLUX.1198,65.6
FLUX.1199,71.57
FLUX.1200,86.27
FLUX.1201,88.71
FLUX.1202,117.59
FLUX.1203,86.37
FLUX.1204,88.32
FLUX.1205,99.65
FLUX.1206,41.68
FLUX.1207,83.04
FLUX.1208,230.49
FLUX.1209,85.88
FLUX.1210,72.46
FLUX.1211,40.9
FLUX.1212,43.8
FLUX.1213,72.55
FLUX.1214,63.32
FLUX.1215,51.23
FLUX.1216,117.41
FLUX.1217,119.88
FLUX.1218,126.98
FLUX.1219,168.13
FLUX.1220,107.66
FLUX.1221,123.05
FLUX.1222,123.05
FLUX.1223,140.2
FLUX.1224,124.37
FLUX.1225,89.3
FLUX.1226,82.99
FLUX.1227,69.23
FLUX.1228,27.6
FLUX.1229,91.66
FLUX.1230,77.3
FLUX.1231,61.43
FLUX.1232,67.1
FLUX.1233,42.87
FLUX.1234,91.49
FLUX.1235,-30.73
FLUX.1236,63.62
FLUX.1237,44.76
FLUX.1238,69.01
FLUX.1239,43.96
FLUX.1240,67.1
FLUX.1241,298.01
FLUX.1242,76.68
FLUX.1243,132.01
FLUX.1244,178.87
FLUX.1245,102.76
FLUX.1246,102.76
FLUX.1247,107.7
FLUX.1248,106.93
FLUX.1249,86.74
FLUX.1250,46.65
FLUX.1251,70.41
FLUX.1252,60.88
FLUX.1253,96.26
FLUX.1254,73.37
FLUX.1255,74.76
FLUX.1256,117.34
FLUX.1257,55.02
FLUX.1258,50.6
FLUX.1259,47.15
FLUX.1260,47.95
FLUX.1261,72.38
FLUX.1262,119.57
FLUX.1263,172.82
FLUX.1264,160.66
FLUX.1265,169.99
FLUX.1266,146.74
FLUX.1267,139.88
FLUX.1268,152.68
FLUX.1269,91.46
FLUX.1270,91.46
FLUX.1271,56.98
FLUX.1272,63.02
FLUX.1273,122.7
FLUX.1274,112.4
FLUX.1275,64.16
FLUX.1276,10.41
FLUX.1277,16.52
FLUX.1278,89.9
FLUX.1279,83.04
FLUX.1280,28.41
FLUX.1281,-2.41
FLUX.1282,-2.41
FLUX.1283,16.84
FLUX.1284,43.73
FLUX.1285,51.59
FLUX.1286,69.48
FLUX.1287,2.1
FLUX.1288,49.41
FLUX.1289,86.9
FLUX.1290,65.21
FLUX.1291,117.68
FLUX.1292,38.37
FLUX.1293,8.65
FLUX.1294,16.3
FLUX.1295,44.85
FLUX.1296,80.01
FLUX.1297,137.4
FLUX.1298,89.82
FLUX.1299,87.24
FLUX.1300,26.07
FLUX.1301,68.7
FLUX.1302,81.52
FLUX.1303,148.04
FLUX.1304,197.21
FLUX.1305,58.34
FLUX.1306,58.34
FLUX.1307,54.32
FLUX.1308,-13.51
FLUX.1309,67.49
FLUX.1310,20.34
FLUX.1311,33.26
FLUX.1312,25.79
FLUX.1313,87.73
FLUX.1314,83.26
FLUX.1315,112.13
FLUX.1316,151.05
FLUX.1317,68.71
FLUX.1318,17.12
FLUX.1319,20.52
FLUX.1320,68.32
FLUX.1321,99.54
FLUX.1322,122.91
FLUX.1323,90.71
FLUX.1324,222.15
FLUX.1325,221.88
FLUX.1326,260.27
FLUX.1327,282.12
FLUX.1328,401.93
FLUX.1329,60.21
FLUX.1330,60.21
FLUX.1331,84.16
FLUX.1332,25.48
FLUX.1333,30.87
FLUX.1334,79.21
FLUX.1335,13.8
FLUX.1336,17.68
FLUX.1337,0.76
FLUX.1338,50.68
FLUX.1339,92.24
FLUX.1340,-10.57
FLUX.1341,10.96
FLUX.1342,10.96
FLUX.1343,10.96
FLUX.1344,71.93
FLUX.1345,0.59
FLUX.1346,43.77
FLUX.1347,63.52
FLUX.1348,111.07
FLUX.1349,100.57
FLUX.1350,51.49
FLUX.1351,41.05
FLUX.1352,61.29
FLUX.1353,9.88
FLUX.1354,49.46
FLUX.1355,17.57
FLUX.1356,46.01
FLUX.1357,88.01
FLUX.1358,96.35
FLUX.1359,71.4
FLUX.1360,59.9
FLUX.1361,48.29
FLUX.1362,71.73
FLUX.1363,53.48
FLUX.1364,95.6
FLUX.1365,71.29
FLUX.1366,56.49
FLUX.1367,88.91
FLUX.1368,95.23
FLUX.1369,97.27
FLUX.1370,126.45
FLUX.1371,173.43
FLUX.1372,138.73
FLUX.1373,150.82
FLUX.1374,94.84
FLUX.1375,140.1
FLUX.1376,166.93
FLUX.1377,68.15
FLUX.1378,68.15
FLUX.1379,33.63
FLUX.1380,92.32
FLUX.1381,78.84
FLUX.1382,67.79
FLUX.1383,62.05
FLUX.1384,70.04
FLUX.1385,118.35
FLUX.1386,66.45
FLUX.1387,81.32
FLUX.1388,46.98
FLUX.1389,101.76
FLUX.1390,70.68
FLUX.1391,122.93
FLUX.1392,74.59
FLUX.1393,78.2
FLUX.1394,111.76
FLUX.1395,75.29
FLUX.1396,185.07
FLUX.1397,95.48
FLUX.1398,154.91
FLUX.1399,129.66
FLUX.1400,160.79
FLUX.1401,213.93
FLUX.1402,176.34
FLUX.1403,163.49
FLUX.1404,155.68
FLUX.1405,147.98
FLUX.1406,169.32
FLUX.1407,172.35
FLUX.1408,214.38
FLUX.1409,179.01
FLUX.1410,226.18
FLUX.1411,306.52
FLUX.1412,271.46
FLUX.1413,55.74
FLUX.1414,55.74
FLUX.1415,67.4
FLUX.1416,56.79
FLUX.1417,77.51
FLUX.1418,69.1
FLUX.1419,122.82
FLUX.1420,56.82
FLUX.1421,53.76
FLUX.1422,125.34
FLUX.1423,100.6
FLUX.1424,99.51
FLUX.1425,110.95
FLUX.1426,66.88
FLUX.1427,116.41
FLUX.1428,166.38
FLUX.1429,139.73
FLUX.1430,160.68
FLUX.1431,183.87
FLUX.1432,198.99
FLUX.1433,209.35
FLUX.1434,256.84
FLUX.1435,305.27
FLUX.1436,400.23
FLUX.1437,91.77
FLUX.1438,91.77
FLUX.1439,58.88
FLUX.1440,98.79
FLUX.1441,125.77
FLUX.1442,114.46
FLUX.1443,92.54
FLUX.1444,111.34
FLUX.1445,88.18
FLUX.1446,132.07
FLUX.1447,175.76
FLUX.1448,112.4
FLUX.1449,83.21
FLUX.1450,83.21
FLUX.1451,92.27
FLUX.1452,26.05
FLUX.1453,79.66
FLUX.1454,40.59
FLUX.1455,-14.8
FLUX.1456,43.01
FLUX.1457,52.73
FLUX.1458,78.45
FLUX.1459,-14.88
FLUX.1460,-25.55
FLUX.1461,32.74
FLUX.1462,10.85
FLUX.1463,8.52
FLUX.1464,17.7
FLUX.1465,41.12
FLUX.1466,72.46
FLUX.1467,68.46
FLUX.1468,59.48
FLUX.1469,34.4
FLUX.1470,46.24
FLUX.1471,103.1
FLUX.1472,81.82
FLUX.1473,68.65
FLUX.1474,68.65
FLUX.1475,-0.71
FLUX.1476,37.88
FLUX.1477,-20.71
FLUX.1478,29.01
FLUX.1479,8.07
FLUX.1480,3.37
FLUX.1481,21.15
FLUX.1482,-42.66
FLUX.1483,13.26
FLUX.1484,35.95
FLUX.1485,-4.84
FLUX.1486,-0.29
FLUX.1487,3.07
FLUX.1488,53.27
FLUX.1489,-9.29
FLUX.1490,11.74
FLUX.1491,62.35
FLUX.1492,8.73
FLUX.1493,38.51
FLUX.1494,-122.65
FLUX.1495,45.59
FLUX.1496,40.55
FLUX.1497,82.3
FLUX.1498,83.54
FLUX.1499,63.79
FLUX.1500,83.93
FLUX.1501,37.04
FLUX.1502,-4.2
FLUX.1503,76.57
FLUX.1504,110.26
FLUX.1505,134.71
FLUX.1506,72.95
FLUX.1507,113.85
FLUX.1508,217.34
FLUX.1509,-26.2
FLUX.1510,-26.2
FLUX.1511,11.62
FLUX.1512,42.21
FLUX.1513,47.29
FLUX.1514,-13.13
FLUX.1515,-5.79
FLUX.1516,22.07
FLUX.1517,-34.66
FLUX.1518,27.45
FLUX.1519,-56.46
FLUX.1520,-35.68
FLUX.1521,-6.43
FLUX.1522,-9.54
FLUX.1523,4.49
FLUX.1524,-52.43
FLUX.1525,-30.77
FLUX.1526,-27.9
FLUX.1527,49.09
FLUX.1528,63.34
FLUX.1529,58.35
FLUX.1530,79.3
FLUX.1531,77.3
FLUX.1532,100.02
FLUX.1533,65.43
FLUX.1534,65.43
FLUX.1535,-52.54
FLUX.1536,-29.71
FLUX.1537,-42.27
FLUX.1538,-44.54
FLUX.1539,-78.35
FLUX.1540,-70.51
FLUX.1541,-126.05
FLUX.1542,-44.51
FLUX.1543,-52.79
FLUX.1544,-32.3
FLUX.1545,-20.66
FLUX.1546,-0.8
FLUX.1547,10.48
FLUX.1548,-22.05
FLUX.1549,-89.21
FLUX.1550,-43.12
FLUX.1551,-10.59
FLUX.1552,17.8
FLUX.1553,-4.71
FLUX.1554,-18.27
FLUX.1555,15.07
FLUX.1556,13.6
FLUX.1557,22.59
FLUX.1558,-23.99
FLUX.1559,-92.93
FLUX.1560,-5.52
FLUX.1561,22.66
FLUX.1562,29.62
FLUX.1563,-2.52
FLUX.1564,21.71
FLUX.1565,14.37
FLUX.1566,51.87
FLUX.1567,60.59
FLUX.1568,97.24
FLUX.1569,-27.4
FLUX.1570,-27.4
FLUX.1571,-29.07
FLUX.1572,-10.63
FLUX.1573,-19.29
FLUX.1574,-51.02
FLUX.1575,-5.34
FLUX.1576,-55.29
FLUX.1577,-35.27
FLUX.1578,-61.3
FLUX.1579,1.23
FLUX.1580,-89.7
FLUX.1581,-41.87
FLUX.1582,-51.51
FLUX.1583,-19.93
FLUX.1584,-81.13
FLUX.1585,-37.32
FLUX.1586,-46.98
FLUX.1587,-47.99
FLUX.1588,-19.04
FLUX.1589,33.95
FLUX.1590,-11.99
FLUX.1591,-27.45
FLUX.1592,-21.32
FLUX.1593,-67.27
FLUX.1594,-46.45
FLUX.1595,-37.91
FLUX.1596,-40.68
FLUX.1597,-15.46
FLUX.1598,-40.54
FLUX.1599,-18.41
FLUX.1600,9.59
FLUX.1601,20.57
FLUX.1602,5.09
FLUX.1603,16.07
FLUX.1604,51.23
FLUX.1605,15.02
FLUX.1606,25.9
FLUX.1607,48.65
FLUX.1608,87.99
FLUX.1609,70.73
FLUX.1610,62.13
FLUX.1611,101.84
FLUX.1612,40.07
FLUX.1613,90.65
FLUX.1614,98.4
FLUX.1615,108.85
FLUX.1616,108.73
FLUX.1617,33.29
FLUX.1618,33.29
FLUX.1619,-6.57
FLUX.1620,-4.99
FLUX.1621,25.57
FLUX.1622,1.77
FLUX.1623,-10.48
FLUX.1624,36.02
FLUX.1625,-32.45
FLUX.1626,-27.93
FLUX.1627,-69.2
FLUX.1628,-26.7
FLUX.1629,-27.01
FLUX.1630,-27.01
FLUX.1631,-19.13
FLUX.1632,-6.46
FLUX.1633,-3.2
FLUX.1634,-2.62
FLUX.1635,-42.76
FLUX.1636,-19.1
FLUX.1637,23.65
FLUX.1638,1.49
FLUX.1639,23.43
FLUX.1640,-3.54
FLUX.1641,35.77
FLUX.1642,7.4
FLUX.1643,2.93
FLUX.1644,24.65
FLUX.1645,-29.87
FLUX.1646,-18.73
FLUX.1647,-53.32
FLUX.1648,-47.51
FLUX.1649,-60.16
FLUX.1650,-63.32
FLUX.1651,-75.46
FLUX.1652,-81.96
FLUX.1653,-94.07
FLUX.1654,-93.16
FLUX.1655,-95.51
FLUX.1656,-61.32
FLUX.1657,-66.16
FLUX.1658,-65.93
FLUX.1659,-75.96
FLUX.1660,-34.26
FLUX.1661,-48.68
FLUX.1662,-43.12
FLUX.1663,-4.41
FLUX.1664,-22.7
FLUX.1665,-58.26
FLUX.1666,-17.98
FLUX.1667,-64.54
FLUX.1668,-25.79
FLUX.1669,-52.49
FLUX.1670,-57.04
FLUX.1671,-134.73
FLUX.1672,-126.84
FLUX.1673,-30.23
FLUX.1674,-71.77
FLUX.1675,-80.88
FLUX.1676,24.77
FLUX.1677,-10.52
FLUX.1678,-15.48
FLUX.1679,-118.82
FLUX.1680,-64.46
FLUX.1681,-27.54
FLUX.1682,-18.45
FLUX.1683,-8.74
FLUX.1684,9.73
FLUX.1685,-12.3
FLUX.1686,-30.4
FLUX.1687,23.15
FLUX.1688,31.4
FLUX.1689,52.26
FLUX.1690,12.01
FLUX.1691,17.45
FLUX.1692,-3.27
FLUX.1693,13.26
FLUX.1694,14.26
FLUX.1695,-28.45
FLUX.1696,-64.07
FLUX.1697,-73.24
FLUX.1698,9.62
FLUX.1699,9.62
FLUX.1700,6.04
FLUX.1701,3.79
FLUX.1702,3.79
FLUX.1703,-16.98
FLUX.1704,-39.1
FLUX.1705,-70.79
FLUX.1706,-56.02
FLUX.1707,-136.48
FLUX.1708,-102.04
FLUX.1709,-70.09
FLUX.1710,-104.23
FLUX.1711,-73.59
FLUX.1712,-18.91
FLUX.1713,-37.76
FLUX.1714,-52.45
FLUX.1715,-8.74
FLUX.1716,-25.96
FLUX.1717,-29.73
FLUX.1718,-23.8
FLUX.1719,-50.62
FLUX.1720,-66.66
FLUX.1721,-61.24
FLUX.1722,-96.05
FLUX.1723,-36.52
FLUX.1724,-44.87
FLUX.1725,3.26
FLUX.1726,3.26
FLUX.1727,-15.59
FLUX.1728,-1.7
FLUX.1729,62.98
FLUX.1730,-29.34
FLUX.1731,-9.71
FLUX.1732,-15.01
FLUX.1733,34.68
FLUX.1734,8.01
FLUX.1735,12.9
FLUX.1736,8.21
FLUX.1737,3.99
FLUX.1738,35.38
FLUX.1739,-28.01
FLUX.1740,-20.96
FLUX.1741,24.55
FLUX.1742,35.76
FLUX.1743,-23.73
FLUX.1744,-9.79
FLUX.1745,-49.41
FLUX.1746,-16.84
FLUX.1747,-52.8
FLUX.1748,-54.34
FLUX.1749,-49.12
FLUX.1750,-94.16
FLUX.1751,-71.91
FLUX.1752,-87.32
FLUX.1753,-7.98
FLUX.1754,-34.51
FLUX.1755,-114.66
FLUX.1756,-62.63
FLUX.1757,-81.12
FLUX.1758,-59.34
FLUX.1759,-73.04
FLUX.1760,-109.9
FLUX.1761,-85.15
FLUX.1762,-68.29
FLUX.1763,-84.79
FLUX.1764,-113.05
FLUX.1765,-67.65
FLUX.1766,-57.23
FLUX.1767,-93.65
FLUX.1768,-94.96
FLUX.1769,-87.9
FLUX.1770,-110.37
FLUX.1771,-89.51
FLUX.1772,-87.4
FLUX.1773,-94.29
FLUX.1774,-87.74
FLUX.1775,-44.16
FLUX.1776,-57.27
FLUX.1777,-6.12
FLUX.1778,-72.71
FLUX.1779,-83.12
FLUX.1780,-91.76
FLUX.1781,-117.12
FLUX.1782,-97.59
FLUX.1783,-113.7
FLUX.1784,-112.15
FLUX.1785,-112.15
FLUX.1786,-101.35
FLUX.1787,-91.43
FLUX.1788,-38.3
FLUX.1789,-117.07
FLUX.1790,-76.35
FLUX.1791,-57.49
FLUX.1792,-22.48
FLUX.1793,-27.27
FLUX.1794,-63.85
FLUX.1795,-21.04
FLUX.1796,-34.65
FLUX.1797,-5.4
FLUX.1798,-88.54
FLUX.1799,-54.55
FLUX.1800,-69.57
FLUX.1801,-67.05
FLUX.1802,-74.68
FLUX.1803,-32.9
FLUX.1804,-28.51
FLUX.1805,-37.32
FLUX.1806,-19.65
FLUX.1807,-24.4
FLUX.1808,-71.6
FLUX.1809,-28.37
FLUX.1810,-62.8
FLUX.1811,-53.43
FLUX.1812,-78.34
FLUX.1813,-13.09
FLUX.1814,2.66
FLUX.1815,-8.96
FLUX.1816,-30.18
FLUX.1817,51.6
FLUX.1818,10.55
FLUX.1819,43.49
FLUX.1820,73.32
FLUX.1821,26.48
FLUX.1822,26.48
FLUX.1823,26.48
FLUX.1824,-15.55
FLUX.1825,-7.02
FLUX.1826,-7.02
FLUX.1827,-28.45
FLUX.1828,9.74
FLUX.1829,-43.41
FLUX.1830,-50.98
FLUX.1831,-12.54
FLUX.1832,2.77
FLUX.1833,-15.29
FLUX.1834,-64.18
FLUX.1835,-32.45
FLUX.1836,12.85
FLUX.1837,24.57
FLUX.1838,-260.96
FLUX.1839,-19.51
FLUX.1840,16.68
FLUX.1841,13.73
FLUX.1842,-17.79
FLUX.1843,13.13
FLUX.1844,63.34
FLUX.1845,33.95
FLUX.1846,40.84
FLUX.1847,31.46
FLUX.1848,54.99
FLUX.1849,94.35
FLUX.1850,62.2
FLUX.1851,35.52
FLUX.1852,52.13
FLUX.1853,89.84
FLUX.1854,62.74
FLUX.1855,64.45
FLUX.1856,31.3
FLUX.1857,34.95
FLUX.1858,34.95
FLUX.1859,17.74
FLUX.1860,-51.35
FLUX.1861,-23.52
FLUX.1862,-62.49
FLUX.1863,-31.7
FLUX.1864,-55.1
FLUX.1865,-21.27
FLUX.1866,-14.88
FLUX.1867,-36.9
FLUX.1868,2.45
FLUX.1869,-19.51
FLUX.1870,-27.59
FLUX.1871,-8.15
FLUX.1872,10.95
FLUX.1873,-29.04
FLUX.1874,-21.3
FLUX.1875,-25.91
FLUX.1876,-24.02
FLUX.1877,16.18
FLUX.1878,-3.09
FLUX.1879,-21.62
FLUX.1880,44.45
FLUX.1881,84.48
FLUX.1882,46.29
FLUX.1883,91.49
FLUX.1884,134.71
FLUX.1885,96.34
FLUX.1886,68.32
FLUX.1887,72.46
FLUX.1888,21.62
FLUX.1889,5.24
FLUX.1890,19.1
FLUX.1891,43.04
FLUX.1892,8.05
FLUX.1893,22.27
FLUX.1894,59.09
FLUX.1895,-3.1
FLUX.1896,64.1
FLUX.1897,47.88
FLUX.1898,110.04
FLUX.1899,107.45
FLUX.1900,43.7
FLUX.1901,6.12
FLUX.1902,-16.73
FLUX.1903,3.43
FLUX.1904,18.15
FLUX.1905,65.77
FLUX.1906,81.95
FLUX.1907,52.45
FLUX.1908,52.27
FLUX.1909,59.52
FLUX.1910,145.48
FLUX.1911,163.51
FLUX.1912,97.62
FLUX.1913,146.16
FLUX.1914,206.43
FLUX.1915,200.07
FLUX.1916,256.16
FLUX.1917,47.4
FLUX.1918,47.4
FLUX.1919,27.76
FLUX.1920,74.43
FLUX.1921,70.45
FLUX.1922,60.02
FLUX.1923,135.55
FLUX.1924,81.34
FLUX.1925,28.32
FLUX.1926,72.51
FLUX.1927,111.99
FLUX.1928,96.88
FLUX.1929,88.49
FLUX.1930,99.37
FLUX.1931,174.37
FLUX.1932,133.3
FLUX.1933,106.63
FLUX.1934,87.02
FLUX.1935,99.54
FLUX.1936,134.37
FLUX.1937,75.91
FLUX.1938,82.59
FLUX.1939,138.07
FLUX.1940,126.87
FLUX.1941,131.18
FLUX.1942,139.63
FLUX.1943,136.76
FLUX.1944,80.76
FLUX.1945,112.98
FLUX.1946,136.18
FLUX.1947,114.1
FLUX.1948,77.73
FLUX.1949,104.16
FLUX.1950,131.01
FLUX.1951,98.01
FLUX.1952,101.51
FLUX.1953,61.26
FLUX.1954,61.26
FLUX.1955,27.79
FLUX.1956,-4.09
FLUX.1957,55.02
FLUX.1958,89.84
FLUX.1959,54.62
FLUX.1960,100.6
FLUX.1961,81.1
FLUX.1962,105.82
FLUX.1963,98.62
FLUX.1964,100.87
FLUX.1965,117.87
FLUX.1966,73.91
FLUX.1967,101.59
FLUX.1968,58.48
FLUX.1969,53.79
FLUX.1970,88.07
FLUX.1971,56.2
FLUX.1972,59.29
FLUX.1973,40.13
FLUX.1974,25.57
FLUX.1975,72.59
FLUX.1976,66.48
FLUX.1977,100.26
FLUX.1978,57.02
FLUX.1979,99.96
FLUX.1980,111.48
FLUX.1981,88.55
FLUX.1982,130.43
FLUX.1983,103.48
FLUX.1984,46.59
FLUX.1985,82.76
FLUX.1986,133.99
FLUX.1987,102.52
FLUX.1988,105.1
FLUX.1989,79.13
FLUX.1990,139.2
FLUX.1991,84.65
FLUX.1992,104.09
FLUX.1993,128.49
FLUX.1994,99.8
FLUX.1995,68.71
FLUX.1996,69.63
FLUX.1997,64.52
FLUX.1998,49.93
FLUX.1999,55.68
FLUX.2000,59.85
FLUX.2001,48.26
FLUX.2002,76.65
FLUX.2003,28.9
FLUX.2004,52.04
FLUX.2005,7.73
FLUX.2006,10.71
FLUX.2007,20.38
FLUX.2008,82.48
FLUX.2009,104.45
FLUX.2010,34.87
FLUX.2011,79.45
FLUX.2012,26.46
FLUX.2013,-85.98
FLUX.2014,-85.98
FLUX.2015,-109.51
FLUX.2016,-99.88
FLUX.2017,-67.38
FLUX.2018,-76.74
FLUX.2019,-69.41
FLUX.2020,-65.51
FLUX.2021,-53.41
FLUX.2022,-27.52
FLUX.2023,-0.05
FLUX.2024,-33.34
FLUX.2025,-1.63
FLUX.2026,3.59
FLUX.2027,-29.96
FLUX.2028,1.12
FLUX.2029,6.52
FLUX.2030,20.79
FLUX.2031,26.24
FLUX.2032,25.76
FLUX.2033,23.12
FLUX.2034,40.34
FLUX.2035,7.6
FLUX.2036,43.7
FLUX.2037,-2.04
FLUX.2038,32.95
FLUX.2039,19.74
FLUX.2040,-10.66
FLUX.2041,12.62
FLUX.2042,51.38
FLUX.2043,26.59
FLUX.2044,23.1
FLUX.2045,50.77
FLUX.2046,39.52
FLUX.2047,0.1
FLUX.2048,6.85
FLUX.2049,-42.21
FLUX.2050,-11.46
FLUX.2051,-41.54
FLUX.2052,11.15
FLUX.2053,-27.59
FLUX.2054,67.96
FLUX.2055,-13.45
FLUX.2056,-65.51
FLUX.2057,-38.2
FLUX.2058,-39.9
FLUX.2059,-84.93
FLUX.2060,-69.38
FLUX.2061,-139.76
FLUX.2062,-99.37
FLUX.2063,-131.43
FLUX.2064,-69.84
FLUX.2065,-76.54
FLUX.2066,-97.77
FLUX.2067,-47.46
FLUX.2068,-81.79
FLUX.2069,-81.27
FLUX.2070,-51.93
FLUX.2071,-81.71
FLUX.2072,-43.04
FLUX.2073,-58.02
FLUX.2074,-81.66
FLUX.2075,-15.09
FLUX.2076,-19.05
FLUX.2077,-24.65
FLUX.2078,23.41
FLUX.2079,41.4
FLUX.2080,82.8
FLUX.2081,31.9
FLUX.2082,54.54
FLUX.2083,63.84
FLUX.2084,24.35
FLUX.2085,34.49
FLUX.2086,74.35
FLUX.2087,6.63
FLUX.2088,7.4
FLUX.2089,-45.65
FLUX.2090,31.4
FLUX.2091,37.3
FLUX.2092,43.05
FLUX.2093,-9.71
FLUX.2094,18.38
FLUX.2095,4.15
FLUX.2096,51.91
FLUX.2097,58.16
FLUX.2098,52.57
FLUX.2099,25.26
FLUX.2100,37.59
FLUX.2101,35.74
FLUX.2102,5.54
FLUX.2103,5.13
FLUX.2104,61.15
FLUX.2105,69.84
FLUX.2106,188.93
FLUX.2107,131.1
FLUX.2108,71.63
FLUX.2109,-114.76
FLUX.2110,-114.76
FLUX.2111,-130.51
FLUX.2112,-83.15
FLUX.2113,-73.77
FLUX.2114,-72.51
FLUX.2115,-83.91
FLUX.2116,-103.1
FLUX.2117,-89.15
FLUX.2118,-3.77
FLUX.2119,-59.23
FLUX.2120,-58.12
FLUX.2121,-81.29
FLUX.2122,-46.48
FLUX.2123,-17.34
FLUX.2124,-31.71
FLUX.2125,-75.96
FLUX.2126,-32.9
FLUX.2127,-55.3
FLUX.2128,-71.23
FLUX.2129,-83.38
FLUX.2130,-89.77
FLUX.2131,-46.1
FLUX.2132,-90.15
FLUX.2133,-116.46
FLUX.2134,-50.57
FLUX.2135,-57.35
FLUX.2136,-48.32
FLUX.2137,-59.09
FLUX.2138,-61.4
FLUX.2139,-74.46
FLUX.2140,-53.93
FLUX.2141,-74.32
FLUX.2142,-86.8
FLUX.2143,10.63
FLUX.2144,-50.34
FLUX.2145,7.9
FLUX.2146,-27.84
FLUX.2147,-20.02
FLUX.2148,-33.04
FLUX.2149,-12.34
FLUX.2150,-38.23
FLUX.2151,40.85
FLUX.2152,-16.2
FLUX.2153,-32.07
FLUX.2154,-16.24
FLUX.2155,17.66
FLUX.2156,-0.12
FLUX.2157,-3.1
FLUX.2158,27.74
FLUX.2159,64.76
FLUX.2160,34.02
FLUX.2161,39.24
FLUX.2162,75.27
FLUX.2163,20.7
FLUX.2164,-15.59
FLUX.2165,14.49
FLUX.2166,-49.91
FLUX.2167,-50.49
FLUX.2168,-50.02
FLUX.2169,-24.37
FLUX.2170,-39.85
FLUX.2171,21.24
FLUX.2172,-46.46
FLUX.2173,-13.77
FLUX.2174,0.8
FLUX.2175,3.23
FLUX.2176,7.38
FLUX.2177,37.87
FLUX.2178,33.32
FLUX.2179,13.79
FLUX.2180,45.66
FLUX.2181,-44.18
FLUX.2182,-42.65
FLUX.2183,-2.1
