FLUX,VALUE
FLUX.2184,11.76
FLUX.2185,-28.96
FLUX.2186,-9.1
FLUX.2187,36.9
FLUX.2188,-55.52
FLUX.2189,-56.1
FLUX.2190,-14.91
FLUX.2191,-41.18
FLUX.2192,-24.96
FLUX.2193,-83.35
FLUX.2194,-99.38
FLUX.2195,-106.49
FLUX.2196,-116.21
FLUX.2197,-91.76
FLUX.2198,-104.76
FLUX.2199,-114.7
FLUX.2200,-93.9
FLUX.2201,-105.74
FLUX.2202,-148.82
FLUX.2203,-41.38
FLUX.2204,-137.95
FLUX.2205,-146.91
FLUX.2206,-146.91
FLUX.2207,-163.21
FLUX.2208,-191.29
FLUX.2209,-157.68
FLUX.2210,-176.05
FLUX.2211,-119.8
FLUX.2212,-154.52
FLUX.2213,-186.77
FLUX.2214,-168.29
FLUX.2215,-126.62
FLUX.2216,-108.16
FLUX.2217,-77.15
FLUX.2218,-45.63
FLUX.2219,-123.43
FLUX.2220,-50.55
FLUX.2221,-88.65
FLUX.2222,-70.37
FLUX.2223,-40.76
FLUX.2224,-40.07
FLUX.2225,-73.8
FLUX.2226,-52.68
FLUX.2227,18.66
FLUX.2228,2.68
FLUX.2229,-11.57
FLUX.2230,-11.57
FLUX.2231,-32.29
FLUX.2232,-83.85
FLUX.2233,-79.6
FLUX.2234,-81.59
FLUX.2235,-106.96
FLUX.2236,-132.95
FLUX.2237,-129.68
FLUX.2238,-48.73
FLUX.2239,-174.16
FLUX.2240,-163.87
FLUX.2241,-117.18
FLUX.2242,-129.99
FLUX.2243,-192.04
FLUX.2244,-211.37
FLUX.2245,-114.2
FLUX.2246,-161.76
FLUX.2247,-228.09
FLUX.2248,-171.43
FLUX.2249,-131.01
FLUX.2250,-131.18
FLUX.2251,-138.04
FLUX.2252,-138.65
FLUX.2253,-55.57
FLUX.2254,-78.4
FLUX.2255,-52.41
FLUX.2256,-31.91
FLUX.2257,26.54
FLUX.2258,35.46
FLUX.2259,11.18
FLUX.2260,8.87
FLUX.2261,-8.54
FLUX.2262,-64.2
FLUX.2263,-73.38
FLUX.2264,-185.87
FLUX.2265,-26.41
FLUX.2266,-26.41
FLUX.2267,-102.84
FLUX.2268,-133.09
FLUX.2269,-133.21
FLUX.2270,-205.62
FLUX.2271,-160.68
FLUX.2272,-197.12
FLUX.2273,-116.95
FLUX.2274,-87.98
FLUX.2275,-53.4
FLUX.2276,-63.09
FLUX.2277,43.71
FLUX.2278,11.45
FLUX.2279,76.87
FLUX.2280,69.54
FLUX.2281,-19.29
FLUX.2282,-49.35
FLUX.2283,-81.13
FLUX.2284,-52.65
FLUX.2285,28.65
FLUX.2286,55.05
FLUX.2287,69.79
FLUX.2288,122.24
FLUX.2289,16.23
FLUX.2290,16.23
FLUX.2291,-28.46
FLUX.2292,-72.85
FLUX.2293,-95.32
FLUX.2294,-92.49
FLUX.2295,-160.48
FLUX.2296,-67.55
FLUX.2297,-59.43
FLUX.2298,24.74
FLUX.2299,-3.99
FLUX.2300,36.99
FLUX.2301,-4.21
FLUX.2302,-4.21
FLUX.2303,-81.76
FLUX.2304,-66.65
FLUX.2305,-87.2
FLUX.2306,-39.35
FLUX.2307,3.96
FLUX.2308,28.66
FLUX.2309,38.87
FLUX.2310,74.74
FLUX.2311,76.93
FLUX.2312,10.6
FLUX.2313,-29.79
FLUX.2314,-29.79
FLUX.2315,-144.4
FLUX.2316,-150.41
FLUX.2317,-183.82
FLUX.2318,-151.45
FLUX.2319,-138.45
FLUX.2320,-104.54
FLUX.2321,-40.93
FLUX.2322,-25.96
FLUX.2323,62.88
FLUX.2324,21.52
FLUX.2325,116.95
FLUX.2326,116.95
FLUX.2327,59.45
FLUX.2328,29.26
FLUX.2329,-19.59
FLUX.2330,-60.54
FLUX.2331,-91.45
FLUX.2332,-164.26
FLUX.2333,-196.88
FLUX.2334,-143.9
FLUX.2335,-76.26
FLUX.2336,-65.62
FLUX.2337,-48.37
FLUX.2338,37.68
FLUX.2339,96.96
FLUX.2340,30.9
FLUX.2341,-7.77
FLUX.2342,-53.57
FLUX.2343,-103.84
FLUX.2344,-69.16
FLUX.2345,37.01
FLUX.2346,70.45
FLUX.2347,23.35
FLUX.2348,3.57
FLUX.2349,-2.54
FLUX.2350,-2.54
FLUX.2351,11.01
FLUX.2352,18.59
FLUX.2353,11.76
FLUX.2354,-101.12
FLUX.2355,-105.6
FLUX.2356,-44.41
FLUX.2357,83.21
FLUX.2358,98.77
FLUX.2359,44.1
FLUX.2360,-249.82
FLUX.2361,-103.91
FLUX.2362,-103.91
FLUX.2363,-47.15
FLUX.2364,-8.4
FLUX.2365,5.51
FLUX.2366,-40.93
FLUX.2367,-71.38
FLUX.2368,-159.35
FLUX.2369,-201.15
FLUX.2370,-46.85
FLUX.2371,117.63
FLUX.2372,87.07
FLUX.2373,-119.05
FLUX.2374,-119.05
FLUX.2375,-9.27
FLUX.2376,-11.16
FLUX.2377,-34.73
FLUX.2378,-126.24
FLUX.2379,-102.59
FLUX.2380,53.77
FLUX.2381,111.85
FLUX.2382,47.05
FLUX.2383,-112.48
FLUX.2384,74.09
FLUX.2385,74.09
FLUX.2386,74.09
FLUX.2387,83.91
FLUX.2388,29.96
FLUX.2389,23.96
FLUX.2390,-59.05
FLUX.2391,-149.21
FLUX.2392,-191.62
FLUX.2393,-178.98
FLUX.2394,-198.43
FLUX.2395,-55.38
FLUX.2396,21.29
FLUX.2397,-179.01
FLUX.2398,-179.01
FLUX.2399,-152.05
FLUX.2400,-178.07
FLUX.2401,-197.13
FLUX.2402,-109.98
FLUX.2403,-134.3
FLUX.2404,-85.12
FLUX.2405,-150.59
FLUX.2406,-115.68
FLUX.2407,-29.02
FLUX.2408,-22.3
FLUX.2409,109.45
FLUX.2410,109.45
FLUX.2411,64.1
FLUX.2412,37.74
FLUX.2413,-3.76
FLUX.2414,-63.45
FLUX.2415,-104.82
FLUX.2416,-126.2
FLUX.2417,-144.57
FLUX.2418,-184.79
FLUX.2419,-120.07
FLUX.2420,-129.29
FLUX.2421,-61.52
FLUX.2422,11.7
FLUX.2423,-11.87
FLUX.2424,12.9
FLUX.2425,-29.24
FLUX.2426,-98.02
FLUX.2427,-126.41
FLUX.2428,-17.79
FLUX.2429,14.96
FLUX.2430,115.85
FLUX.2431,138.38
FLUX.2432,96.55
FLUX.2433,-160.43
FLUX.2434,-160.43
FLUX.2435,-89.91
FLUX.2436,-116.49
FLUX.2437,-90.4
FLUX.2438,-66.68
FLUX.2439,24.51
FLUX.2440,-14.48
FLUX.2441,-39.95
FLUX.2442,-90.15
FLUX.2443,-80.6
FLUX.2444,-16.46
FLUX.2445,-157.68
FLUX.2446,-157.68
FLUX.2447,-116.88
FLUX.2448,-64.79
FLUX.2449,-52.54
FLUX.2450,30.09
FLUX.2451,29.96
FLUX.2452,16.15
FLUX.2453,-23.74
FLUX.2454,-98.1
FLUX.2455,-107.68
FLUX.2456,-108.41
FLUX.2457,-57.91
FLUX.2458,-57.91
FLUX.2459,-143.82
FLUX.2460,-116.8
FLUX.2461,-157.43
FLUX.2462,-140.88
FLUX.2463,-119.16
FLUX.2464,-43.04
FLUX.2465,-33.6
FLUX.2466,30.85
FLUX.2467,107.93
FLUX.2468,87.27
FLUX.2469,129.8
FLUX.2470,129.8
FLUX.2471,89.8
FLUX.2472,-7.7
FLUX.2473,-137.16
FLUX.2474,-217.05
FLUX.2475,-151.57
FLUX.2476,-65.96
FLUX.2477,-23.99
FLUX.2478,50.1
FLUX.2479,51.91
FLUX.2480,18.48
FLUX.2481,-146.2
FLUX.2482,-146.2
FLUX.2483,-142.38
FLUX.2484,-51.98
FLUX.2485,35.52
FLUX.2486,73.01
FLUX.2487,30.87
FLUX.2488,-71.13
FLUX.2489,-85.9
FLUX.2490,74.01
FLUX.2491,100.79
FLUX.2492,239.95
FLUX.2493,-147.3
FLUX.2494,-147.3
FLUX.2495,-174.26
FLUX.2496,-129.95
FLUX.2497,-55.48
FLUX.2498,-35.93
FLUX.2499,16.37
FLUX.2500,-0.79
FLUX.2501,20.04
FLUX.2502,32.99
FLUX.2503,7.05
FLUX.2504,-88.87
FLUX.2505,113.16
FLUX.2506,113.16
FLUX.2507,76.04
FLUX.2508,17.73
FLUX.2509,-17.54
FLUX.2510,-125.88
FLUX.2511,-200.05
FLUX.2512,-185.45
FLUX.2513,-176.07
FLUX.2514,-124.51
FLUX.2515,-62.49
FLUX.2516,94.21
FLUX.2517,-61.29
FLUX.2518,-61.29
FLUX.2519,5.65
FLUX.2520,29.99
FLUX.2521,-30.55
FLUX.2522,-73.55
FLUX.2523,-62.96
FLUX.2524,-26.18
FLUX.2525,20.1
FLUX.2526,96.66
FLUX.2527,108.48
FLUX.2528,-4.13
FLUX.2529,-201.35
FLUX.2530,-201.35
FLUX.2531,-105.68
FLUX.2532,-165.87
FLUX.2533,-14.18
FLUX.2534,34.46
FLUX.2535,38.87
FLUX.2536,-49.87
FLUX.2537,-107.43
FLUX.2538,-9.01
FLUX.2539,-3.38
FLUX.2540,30.77
FLUX.2541,-98.45
FLUX.2542,-98.45
FLUX.2543,-25.13
FLUX.2544,-20.7
FLUX.2545,-1.57
FLUX.2546,-61.2
FLUX.2547,-42.21
FLUX.2548,-91.59
FLUX.2549,-50.38
FLUX.2550,92.98
FLUX.2551,79.3
FLUX.2552,-54.04
FLUX.2553,-122.84
FLUX.2554,-122.84
FLUX.2555,-47.13
FLUX.2556,5.48
FLUX.2557,-49.62
FLUX.2558,-78.16
FLUX.2559,-100.05
FLUX.2560,-34.79
FLUX.2561,14.1
FLUX.2562,74.05
FLUX.2563,77.04
FLUX.2564,-183.02
FLUX.2565,-135.93
FLUX.2566,-135.93
FLUX.2567,-61.01
FLUX.2568,-68.05
FLUX.2569,49.82
FLUX.2570,36.59
FLUX.2571,-16.18
FLUX.2572,-68.65
FLUX.2573,-112.02
FLUX.2574,-4.96
FLUX.2575,71.15
FLUX.2576,9.1
FLUX.2577,-40.34
FLUX.2578,-40.34
FLUX.2579,5.34
FLUX.2580,-8.62
FLUX.2581,-65.66
FLUX.2582,-97.38
FLUX.2583,-43.55
FLUX.2584,49.76
FLUX.2585,9.96
FLUX.2586,-161.71
FLUX.2587,-138.68
FLUX.2588,-138.68
FLUX.2589,-138.68
FLUX.2590,-138.68
FLUX.2591,-154.41
FLUX.2592,-203.7
FLUX.2593,-190.66
FLUX.2594,-170.76
FLUX.2595,-242.18
FLUX.2596,-122.76
FLUX.2597,-81.13
FLUX.2598,-89.95
FLUX.2599,-63.34
FLUX.2600,-37.7
FLUX.2601,-89.38
FLUX.2602,-89.38
FLUX.2603,-65.63
FLUX.2604,-52.82
FLUX.2605,-43.71
FLUX.2606,-19.74
FLUX.2607,5.18
FLUX.2608,-33.95
FLUX.2609,-74.6
FLUX.2610,-55.15
FLUX.2611,-97.79
FLUX.2612,-115.2
FLUX.2613,-13.01
FLUX.2614,-13.01
FLUX.2615,-13.01
FLUX.2616,-13.01
FLUX.2617,-13.01
FLUX.2618,-13.01
FLUX.2619,-67.71
FLUX.2620,-98.68
FLUX.2621,-157.73
FLUX.2622,-208.99
FLUX.2623,-230.71
FLUX.2624,-213.73
FLUX.2625,-147.26
FLUX.2626,-115.48
FLUX.2627,-87.77
FLUX.2628,-74.26
FLUX.2629,-49.95
FLUX.2630,-6.57
FLUX.2631,-52.05
FLUX.2632,-74.24
FLUX.2633,-77.82
FLUX.2634,-109.84
FLUX.2635,-71.41
FLUX.2636,-128.62
FLUX.2637,-246.54
FLUX.2638,-246.54
FLUX.2639,-362.79
FLUX.2640,-314.77
FLUX.2641,-303.59
FLUX.2642,-260.71
FLUX.2643,-119.62
FLUX.2644,-55.32
FLUX.2645,-9.27
FLUX.2646,-52.21
FLUX.2647,-94.85
FLUX.2648,-74.18
FLUX.2649,-0.93
FLUX.2650,-0.93
FLUX.2651,-57.26
FLUX.2652,-144.43
FLUX.2653,-141.54
FLUX.2654,-123.29
FLUX.2655,-142.41
FLUX.2656,-83.85
FLUX.2657,-56.35
FLUX.2658,-26.07
FLUX.2659,-1.4
FLUX.2660,-51.7
FLUX.2661,-158.34
FLUX.2662,-158.34
FLUX.2663,-170.63
FLUX.2664,-111.04
FLUX.2665,-117.32
FLUX.2666,-22.07
FLUX.2667,-31.99
FLUX.2668,-97.74
FLUX.2669,-98.73
FLUX.2670,-111.96
FLUX.2671,-65.4
FLUX.2672,-26.74
FLUX.2673,-86.95
FLUX.2674,-86.95
FLUX.2675,-104.3
FLUX.2676,-38.55
FLUX.2677,-66.68
FLUX.2678,-34.1
FLUX.2679,-142.71
FLUX.2680,-45.18
FLUX.2681,1.4
FLUX.2682,-50.82
FLUX.2683,-340.09
FLUX.2684,201.1
FLUX.2685,201.1
FLUX.2686,201.1
FLUX.2687,201.1
FLUX.2688,199.9
FLUX.2689,212.57
FLUX.2690,235.77
FLUX.2691,203.04
FLUX.2692,122.07
FLUX.2693,23.65
FLUX.2694,-46.18
FLUX.2695,-138.6
FLUX.2696,-204.65
FLUX.2697,-204.09
FLUX.2698,-186.96
FLUX.2699,-188.95
FLUX.2700,-127.09
FLUX.2701,-128.38
FLUX.2702,-61.57
FLUX.2703,-20.77
FLUX.2704,-105.35
FLUX.2705,-66.23
FLUX.2706,-74.49
FLUX.2707,-78.26
FLUX.2708,-157.98
FLUX.2709,170.79
FLUX.2710,170.79
FLUX.2711,160.4
FLUX.2712,90.41
FLUX.2713,-104.85
FLUX.2714,-139.73
FLUX.2715,-228.18
FLUX.2716,-233.21
FLUX.2717,-228.34
FLUX.2718,-150.34
FLUX.2719,-76.35
FLUX.2720,-64.12
FLUX.2721,-162.85
FLUX.2722,-162.85
FLUX.2723,-144.23
FLUX.2724,-127.07
FLUX.2725,-71.8
FLUX.2726,-69.46
FLUX.2727,-87.09
FLUX.2728,-95.66
FLUX.2729,-190.85
FLUX.2730,-195.24
FLUX.2731,-174.48
FLUX.2732,-143.09
FLUX.2733,79.37
FLUX.2734,79.37
FLUX.2735,-12.4
FLUX.2736,-132.34
FLUX.2737,-211.38
FLUX.2738,-247.04
FLUX.2739,-230.16
FLUX.2740,-174.54
FLUX.2741,-153.98
FLUX.2742,-98.23
FLUX.2743,-48.73
FLUX.2744,-90.07
FLUX.2745,-141.04
FLUX.2746,-141.04
FLUX.2747,-98.79
FLUX.2748,-93.46
FLUX.2749,-93.7
FLUX.2750,-68.04
FLUX.2751,-122.1
FLUX.2752,-165.65
FLUX.2753,-167.84
FLUX.2754,-170.41
FLUX.2755,-39.27
FLUX.2756,-88.46
FLUX.2757,-54.35
FLUX.2758,-54.35
FLUX.2759,-177.52
FLUX.2760,-266.71
FLUX.2761,-289.62
FLUX.2762,-211.68
FLUX.2763,-124.91
FLUX.2764,-109.4
FLUX.2765,-95.3
FLUX.2766,-135.21
FLUX.2767,-225.21
FLUX.2768,-237.99
FLUX.2769,183.26
FLUX.2770,183.26
FLUX.2771,183.63
FLUX.2772,32.27
FLUX.2773,-135.95
FLUX.2774,-201.46
FLUX.2775,-239.98
FLUX.2776,-215.59
FLUX.2777,-148.16
FLUX.2778,-90.09
FLUX.2779,-117.41
FLUX.2780,-117.01
FLUX.2781,-401.98
FLUX.2782,-401.98
FLUX.2783,-293.98
FLUX.2784,-209.99
FLUX.2785,-163.65
FLUX.2786,-142.4
FLUX.2787,-140.27
FLUX.2788,-144.23
FLUX.2789,-130.45
FLUX.2790,-220.41
FLUX.2791,-216.48
FLUX.2792,-180.02
FLUX.2793,89.12
FLUX.2794,89.12
FLUX.2795,-59.16
FLUX.2796,-172.65
FLUX.2797,-219.68
FLUX.2798,-339.07
FLUX.2799,-247.01
FLUX.2800,-187.87
FLUX.2801,-163.02
FLUX.2802,-135.65
FLUX.2803,-155.65
FLUX.2804,-166.15
FLUX.2805,219.8
FLUX.2806,219.8
FLUX.2807,193.24
FLUX.2808,110.43
FLUX.2809,29.32
FLUX.2810,-119.15
FLUX.2811,-212.79
FLUX.2812,-261.87
FLUX.2813,-277.15
FLUX.2814,-263.68
FLUX.2815,-176.74
FLUX.2816,-141.46
FLUX.2817,-70.37
FLUX.2818,-138.04
FLUX.2819,-149.71
FLUX.2820,-201.07
FLUX.2821,-186.27
FLUX.2822,-207.12
FLUX.2823,-198.88
FLUX.2824,-130.55
FLUX.2825,-95.2
FLUX.2826,-134.65
FLUX.2827,-251.62
FLUX.2828,-378.18
FLUX.2829,-275.1
FLUX.2830,-275.1
FLUX.2831,-349.43
FLUX.2832,-268.24
FLUX.2833,-195.21
FLUX.2834,-149.26
FLUX.2835,-87.04
FLUX.2836,-79.26
FLUX.2837,-157.27
FLUX.2838,-290.55
FLUX.2839,-334.54
FLUX.2840,-303.96
FLUX.2841,180.45
FLUX.2842,180.45
FLUX.2843,163.16
FLUX.2844,-14.88
FLUX.2845,-93.15
FLUX.2846,-225.3
FLUX.2847,-271.07
FLUX.2848,-245.48
FLUX.2849,-207.07
FLUX.2850,-136.04
FLUX.2851,-157.43
FLUX.2852,-201.04
FLUX.2853,200.77
FLUX.2854,200.77
FLUX.2855,113.24
FLUX.2856,-0.71
FLUX.2857,-145.55
FLUX.2858,-215.93
FLUX.2859,-266.15
FLUX.2860,-181.46
FLUX.2861,-127.93
FLUX.2862,-150.27
FLUX.2863,-84.02
FLUX.2864,-133.84
FLUX.2865,-112.7
FLUX.2866,-112.7
FLUX.2867,-110.51
FLUX.2868,-99.43
FLUX.2869,-141.48
FLUX.2870,-124.3
FLUX.2871,-99.07
FLUX.2872,-225.43
FLUX.2873,-257.32
FLUX.2874,-257.32
FLUX.2875,-257.32
FLUX.2876,-257.32
FLUX.2877,-257.32
FLUX.2878,-257.32
FLUX.2879,-265.18
FLUX.2880,-168.2
FLUX.2881,-167.04
FLUX.2882,-88.48
FLUX.2883,-103.3
FLUX.2884,-139.3
FLUX.2885,-110.01
FLUX.2886,-103.7
FLUX.2887,-188.1
FLUX.2888,-197.65
FLUX.2889,4.55
FLUX.2890,4.55
FLUX.2891,-103.46
FLUX.2892,-219.71
FLUX.2893,-224.59
FLUX.2894,-257.74
FLUX.2895,-212.62
FLUX.2896,-149.05
FLUX.2897,-189.27
FLUX.2898,-143.96
FLUX.2899,-201.43
FLUX.2900,-230.68
FLUX.2901,-10.37
FLUX.2902,-10.37
FLUX.2903,-181.32
FLUX.2904,-228.04
FLUX.2905,-288.82
FLUX.2906,-316.54
FLUX.2907,-261.57
FLUX.2908,-196.04
FLUX.2909,-183.57
FLUX.2910,-157.59
FLUX.2911,-129.2
FLUX.2912,-187.79
FLUX.2913,177.43
FLUX.2914,177.43
FLUX.2915,116.18
FLUX.2916,-51.98
FLUX.2917,-162.23
FLUX.2918,-245.26
FLUX.2919,-319.87
FLUX.2920,-268.49
FLUX.2921,-207.07
FLUX.2922,-188.54
FLUX.2923,-182.79
FLUX.2924,-166.18
FLUX.2925,-116.18
FLUX.2926,-116.18
FLUX.2927,-102.12
FLUX.2928,-116.09
FLUX.2929,-109.32
FLUX.2930,-207.29
FLUX.2931,-146.45
FLUX.2932,-132.87
FLUX.2933,-82.88
FLUX.2934,-216.15
FLUX.2935,-376.96
FLUX.2936,-201.95
FLUX.2937,-201.95
FLUX.2938,-201.95
FLUX.2939,-185.09
FLUX.2940,-157.9
FLUX.2941,-93.07
FLUX.2942,-93.26
FLUX.2943,-113.68
FLUX.2944,-127.18
FLUX.2945,-167.9
FLUX.2946,-146.4
FLUX.2947,-122.84
FLUX.2948,-155.68
FLUX.2949,-128.4
FLUX.2950,-128.4
FLUX.2951,-151.76
FLUX.2952,-209.38
FLUX.2953,-260.2
FLUX.2954,-205.68
FLUX.2955,-169.48
FLUX.2956,-158.96
FLUX.2957,-398.82
FLUX.2958,-131.18
FLUX.2959,-131.18
FLUX.2960,-131.18
FLUX.2961,-131.18
FLUX.2962,-131.18
FLUX.2963,-241.65
FLUX.2964,-231.74
FLUX.2965,-119.6
FLUX.2966,-131.41
FLUX.2967,-203.57
FLUX.2968,-195.13
FLUX.2969,-143.12
FLUX.2970,-147.55
FLUX.2971,-126.24
FLUX.2972,-304.18
FLUX.2973,285.32
FLUX.2974,285.32
FLUX.2975,281.82
FLUX.2976,201.07
FLUX.2977,45.4
FLUX.2978,-88.12
FLUX.2979,-179.7
FLUX.2980,-230.66
FLUX.2981,-264.59
FLUX.2982,-227.13
FLUX.2983,-191.07
FLUX.2984,-164.59
FLUX.2985,-168.29
FLUX.2986,-168.29
FLUX.2987,-165.12
FLUX.2988,-140.16
FLUX.2989,-83.91
FLUX.2990,-105.66
FLUX.2991,-117.57
FLUX.2992,-163.1
FLUX.2993,-192.59
FLUX.2994,-205.55
FLUX.2995,-156.26
FLUX.2996,-225.65
FLUX.2997,142.7
FLUX.2998,142.7
FLUX.2999,41.49
FLUX.3000,-42.99
FLUX.3001,-276.48
FLUX.3002,-263.27
FLUX.3003,-241.24
FLUX.3004,-228.09
FLUX.3005,-157.16
FLUX.3006,-128.52
FLUX.3007,-138.54
FLUX.3008,-146.34
FLUX.3009,269.8
FLUX.3010,269.8
FLUX.3011,261.95
FLUX.3012,193.91
FLUX.3013,64.84
FLUX.3014,-54.49
FLUX.3015,-138.04
FLUX.3016,-193.01
FLUX.3017,-256.59
FLUX.3018,-208.93
FLUX.3019,-215.82
FLUX.3020,-151.34
FLUX.3021,-89.38
FLUX.3022,-177.68
FLUX.3023,-145.38
FLUX.3024,-115.41
FLUX.3025,-188.21
FLUX.3026,-157.15
FLUX.3027,-166.87
FLUX.3028,-105.18
FLUX.3029,-133.7
FLUX.3030,-116.8
FLUX.3031,-123.82
FLUX.3032,-200.51
FLUX.3033,-166.34
FLUX.3034,-166.34
FLUX.3035,-197.85
FLUX.3036,-241.34
FLUX.3037,-205.32
FLUX.3038,-110.52
FLUX.3039,-110.74
FLUX.3040,-76.37
FLUX.3041,-125.45
FLUX.3042,-153.96
FLUX.3043,-166.07
FLUX.3044,-138.51
FLUX.3045,-98.91
FLUX.3046,-98.91
FLUX.3047,-118.91
FLUX.3048,-95.54
FLUX.3049,-73.4
FLUX.3050,-103.15
FLUX.3051,-135.87
FLUX.3052,-118.37
FLUX.3053,-256.1
FLUX.3054,-467.74
FLUX.3055,-96.37
FLUX.3056,-96.37
FLUX.3057,-96.37
FLUX.3058,-96.37
FLUX.3059,-96.37
FLUX.3060,-118.05
FLUX.3061,-214.3
FLUX.3062,-163.74
FLUX.3063,-75.66
FLUX.3064,-74.7
FLUX.3065,-82.02
FLUX.3066,-99.59
FLUX.3067,-163.88
FLUX.3068,-90.49
FLUX.3069,-68.16
FLUX.3070,-68.16
FLUX.3071,-27.85
FLUX.3072,-85.13
FLUX.3073,-102.91
FLUX.3074,-122.91
FLUX.3075,-108.79
FLUX.3076,-125.26
FLUX.3077,-94.3
FLUX.3078,-100.05
FLUX.3079,-110.59
FLUX.3080,-79.48
FLUX.3081,-118.01
FLUX.3082,-118.01
FLUX.3083,-147.93
FLUX.3084,-95.91
FLUX.3085,-98.37
FLUX.3086,-40.34
FLUX.3087,-36.99
FLUX.3088,-60.1
FLUX.3089,-37.01
FLUX.3090,-92.85
FLUX.3091,-42.77
FLUX.3092,-115.65
FLUX.3093,-84.95
FLUX.3094,-84.95
FLUX.3095,-44.34
FLUX.3096,-38.21
FLUX.3097,-51.84
FLUX.3098,-15.16
FLUX.3099,-80.4
FLUX.3100,-78.66
FLUX.3101,-74.34
FLUX.3102,-92.82
FLUX.3103,-133.12
FLUX.3104,-147.23
FLUX.3105,-93.12
FLUX.3106,-93.12
FLUX.3107,-30.63
FLUX.3108,-93.2
FLUX.3109,-56.8
FLUX.3110,-24.51
FLUX.3111,-18.54
FLUX.3112,-81.15
FLUX.3113,-99.07
FLUX.3114,-82.82
FLUX.3115,-108.15
FLUX.3116,-53.24
FLUX.3117,-57.34
FLUX.3118,-57.34
FLUX.3119,-72.32
FLUX.3120,-59.27
FLUX.3121,-40.73
FLUX.3122,22.84
FLUX.3123,15.71
FLUX.3124,-59.65
FLUX.3125,-23.01
FLUX.3126,-24.1
FLUX.3127,-46.45
FLUX.3128,-11.1
FLUX.3129,212.85
FLUX.3130,212.85
FLUX.3131,101.35
FLUX.3132,-21.95
FLUX.3133,-51.82
FLUX.3134,-100.73
FLUX.3135,-44.79
FLUX.3136,-61.82
FLUX.3137,-60.02
FLUX.3138,-19.27
FLUX.3139,-52.91
FLUX.3140,-97.51
FLUX.3141,271.13
FLUX.3142,271.13
FLUX.3143,103.09
FLUX.3144,-28.34
FLUX.3145,-92.8
FLUX.3146,-74.91
FLUX.3147,9.95
FLUX.3148,-42.54
FLUX.3149,-28.46
FLUX.3150,-38.15
FLUX.3151,-61.43
FLUX.3152,-127.18
FLUX.3153,-12.15
FLUX.3154,-12.15
FLUX.3155,-80.84
FLUX.3156,-112.96
FLUX.3157,-129.34
FLUX.3158,-35.24
FLUX.3159,-70.13
FLUX.3160,-35.3
FLUX.3161,-56.48
FLUX.3162,-74.6
FLUX.3163,-115.18
FLUX.3164,-8.91
FLUX.3165,-37.59
FLUX.3166,-37.59
FLUX.3167,-37.43
FLUX.3168,-104.23
FLUX.3169,-101.45
FLUX.3170,-107.35
FLUX.3171,-109.82
FLUX.3172,-126.27
FLUX.3173,-170.32
FLUX.3174,-117.85
FLUX.3175,-32.3
FLUX.3176,-70.18
FLUX.3177,314.29
FLUX.3178,314.29
FLUX.3179,314.29
FLUX.3180,149.71
FLUX.3181,54.6
FLUX.3182,12.6
FLUX.3183,-133.68
FLUX.3184,-78.16
FLUX.3185,-52.3
FLUX.3186,-8.55
FLUX.3187,-19.73
FLUX.3188,17.82
FLUX.3189,-51.66
FLUX.3190,-48.29
FLUX.3191,-59.99
FLUX.3192,-82.1
FLUX.3193,-174.54
FLUX.3194,-95.23
FLUX.3195,-162.68
FLUX.3196,-36.79
FLUX.3197,30.63
